CO_f1ecac;CO_FirstMin_ac;CO_HistogramAMI_even_2_5;SB_BinaryStats_mean_longstretch1;PD_PeriodicityWang_th0_01;CO_Embed2_Dist_tau_d_expfit_meandiff;IN_AutoMutualInfoStats_40_gaussian_fmmi;FC_LocalSimple_mean1_tauresrat;SP_Summaries_welch_rect_area_5_1;SB_MotifThree_quantile_hh;SP_Summaries_welch_rect_centroid;FC_LocalSimple_mean3_stderr;Label
14.290138655355717;62;0.5866954479299;93.0;250;0.6693438598840493;37.0;0.10526315789473684;0.9772375494935895;1.4864800210998848;0.07056311624274414;0.3502652446306338;1
25.310068508286538;67;0.6096795118110593;178.0;314;0.6340373163524392;40.0;0.10869565217391304;0.9931443246864591;1.327081094163519;0.04141748127291504;0.26893369640831527;1
15.135815088206847;55;0.5943651233317412;78.0;106;0.30143769739966975;27.0;0.14285714285714285;0.982344177633963;1.4626046869225096;0.06212622190937256;0.3858929323530508;1
9.238169041802486;33;0.5675926803217449;73.0;132;0.7661962099809406;16.0;0.35294117647058826;0.9869166674055416;1.4905087155599228;0.1035437031822876;0.3485814130397449;1
7.763797445802465;35;0.4020874998376517;47.0;108;0.4197110957203884;21.0;0.13636363636363635;0.949716777789118;1.525661254759799;0.11734953027325928;0.47391629568901905;1
7.511281289323335;18;0.5013821518879719;55.0;33;0.9328719301997057;11.0;0.5;0.9797953505159172;1.5334884257940469;0.17103885784926026;0.39793526040828386;1
7.531144223940626;27;0.34126678575390546;80.0;147;0.6911939749013581;22.0;0.125;0.9532040029767749;1.6139095539591977;0.12271846303085937;0.4803141740983745;1
19.414915111367602;64;0.5828288686447335;132.0;244;0.5303729966568578;36.0;0.13157894736842105;0.9956955064075339;1.3809971425062288;0.05445631796994385;0.2808490196000852;1
15.286166015228744;87;0.722529494874955;166.0;213;0.558337884319117;40.0;0.13333333333333333;0.9964642490060813;1.272551282647741;0.05599029875782959;0.27666734161289563;1
21.033948762017285;71;0.6155129667461648;115.0;244;0.5755454442474901;40.0;0.11904761904761904;0.9914815721692505;1.3428929815022226;0.05062136600022949;0.2703601944843665;1
9.935407596639003;37;0.587775444506577;54.0;75;0.5101040496779047;15.0;0.4117647058823529;0.9915772198133606;1.4431475082234009;0.08820389530343017;0.3160025914680575;1
8.012361352949913;21;0.48710550781664336;62.0;41;0.8162319883154052;12.0;0.46153846153846156;0.9835108207200814;1.4968469507781499;0.13499030933394532;0.3806423265315108;1
7.529925420846168;17;0.456150830734607;104.0;22;0.6960401714671275;16.0;0.17857142857142858;0.9743207669779504;1.542731332958922;0.12655341500057374;0.41927868113813815;1
7.562608224039904;15;0.5102228520391681;72.0;23;0.9745966357885646;13.0;0.42857142857142855;0.9839499949777445;1.5281613187222094;0.1273204053945166;0.39088840160628363;1
7.9924180064689025;18;0.5636051185896037;70.0;32;1.028426835906751;12.0;0.42857142857142855;0.9869278988474425;1.4917095620153138;0.1541650691825171;0.36996890190152953;1
8.069471384136696;27;0.4465316517080261;58.0;90;0.8015862244175213;18.0;0.15;0.9630085521274957;1.568598949195985;0.125019434212688;0.44418695861579766;1
