Activity;Mobility;Complexity;Energy;Std;ZeroCrossings;DWT_A_Energy;DWT_A_Std;DWT_A_Kurtosis;DWT_L1_Energy;DWT_L1_Std;DWT_L1_Kurtosis;DWT_L2_Std;DWT_L3_Energy;DWT_L3_Std;Label
819.3946630671912;0.21763671923252667;4.740926931444769;6701313.0;28.62507053383784;161;6494951.512251729;77.59287906718372;-0.14027470405531872;185142.2006654809;18.901215830975982;2.5402806279956467;6.525675112610677;12614.427579662335;2.4790450529410237;1
819.3946630671912;0.21763671923252667;4.740926931444769;6701313.0;28.62507053383784;161;6494951.512251729;77.59287906718372;-0.14027470405531872;185142.2006654809;18.901215830975982;2.5402806279956467;6.525675112610677;12614.427579662335;2.4790450529410237;1
17815.76830948832;0.1438010537988669;3.5574194607369636;77128620.0;133.47572179796714;72;74665689.85307391;368.8107526216733;6.8223530350137995;2346341.9774928493;67.28965055509224;17.56414088737703;18.696915126703427;18626.48740652904;3.0128437913446704;1
17815.76830948832;0.1438010537988669;3.5574194607369636;77128620.0;133.47572179796714;72;74665689.85307391;368.8107526216733;6.8223530350137995;2346341.9774928493;67.28965055509224;17.56414088737703;18.696915126703427;18626.48740652904;3.0128437913446704;1
5177.966797353583;0.21410450765456046;2.9071440369442407;23778006.0;71.95809056217087;189;21981221.499192514;193.8521274244988;-0.4120662187852111;1590234.813877022;55.38529484452659;2.7114892028329596;15.88211767073316;50743.18676621809;4.972672021542048;1
5177.966797353583;0.21410450765456046;2.9071440369442407;23778006.0;71.95809056217087;189;21981221.499192514;193.8521274244988;-0.4120662187852111;1590234.813877022;55.38529484452659;2.7114892028329596;15.88211767073316;50743.18676621809;4.972672021542048;1
1428.9588830394302;0.1990268444694913;4.179839505230816;10945840.0;37.80157249426841;136;10715745.879286835;103.49792067681315;0.4186503931373724;259395.0515100743;22.377317285902894;0.9851417003463663;6.41918227051481;11088.136377953631;2.3243301621447863;1
1428.9588830394302;0.1990268444694913;4.179839505230816;10945840.0;37.80157249426841;136;10715745.879286835;103.49792067681315;0.4186503931373724;259395.0515100743;22.377317285902894;0.9851417003463663;6.41918227051481;11088.136377953631;2.3243301621447863;1
7104.007747323882;0.27118664349115484;2.76211785007649;30095867.0;84.28527598177443;236;26405445.963387907;221.60051404236972;0.5410612139251318;2929839.3592869025;75.14514375517031;2.4494714243867097;28.542183652370404;74533.14806956478;6.026236266776432;1
7104.007747323882;0.27118664349115484;2.76211785007649;30095867.0;84.28527598177443;236;26405445.963387907;221.60051404236972;0.5410612139251318;2929839.3592869025;75.14514375517031;2.4494714243867097;28.542183652370404;74533.14806956478;6.026236266776432;1
